node_id	pr_value
663930	0.00017631978652372902
482708	9.504224126441272e-05
1034017	5.9796906605299644e-05
1120567	5.020969910204728e-05
663559	4.9459688520859517e-05
357530	4.6186888405873215e-05
1095898	4.4970716357017174e-05
663605	4.4218556826126165e-05
1108860	4.3339593970038775e-05
663682	3.666458944296791e-05

