node_id	pr_value
663930	0.000172438581121727
482708	9.409158864049335e-05
1034017	5.4789410050796e-05
663559	4.8746989429600646e-05
357530	4.561544279769614e-05
1120567	4.484712837377306e-05
663605	4.348263426865656e-05
663682	3.659435702898406e-05
1108860	3.5251801674277104e-05
664788	3.503570416132506e-05
