node_id	pr_value
663930	0.00017631978652372926
482708	9.504224126441253e-05
1034017	5.9796906605299705e-05
1120567	5.0209699102047296e-05
663559	4.945968852085947e-05
357530	4.618688840587325e-05
1095898	4.497071635701717e-05
663605	4.421855682612612e-05
1108860	4.333959397003876e-05
663682	3.666458944296766e-05
